#indeks,segment,pozycja,pokrycie
3104,hRSV/A/England/397/2017,3104,951
3105,hRSV/A/England/397/2017,3105,977
3106,hRSV/A/England/397/2017,3106,960
3107,hRSV/A/England/397/2017,3107,976
3108,hRSV/A/England/397/2017,3108,969
3109,hRSV/A/England/397/2017,3109,946
3110,hRSV/A/England/397/2017,3110,952
3111,hRSV/A/England/397/2017,3111,949
3112,hRSV/A/England/397/2017,3112,947
3113,hRSV/A/England/397/2017,3113,948
3114,hRSV/A/England/397/2017,3114,928
3115,hRSV/A/England/397/2017,3115,940
3116,hRSV/A/England/397/2017,3116,959
3117,hRSV/A/England/397/2017,3117,957
3118,hRSV/A/England/397/2017,3118,948
3119,hRSV/A/England/397/2017,3119,936
3120,hRSV/A/England/397/2017,3120,945
3121,hRSV/A/England/397/2017,3121,948
3122,hRSV/A/England/397/2017,3122,971
3123,hRSV/A/England/397/2017,3123,994
3124,hRSV/A/England/397/2017,3124,975
3125,hRSV/A/England/397/2017,3125,956
3126,hRSV/A/England/397/2017,3126,951
3127,hRSV/A/England/397/2017,3127,941
3128,hRSV/A/England/397/2017,3128,951
3129,hRSV/A/England/397/2017,3129,922
3130,hRSV/A/England/397/2017,3130,929
3131,hRSV/A/England/397/2017,3131,695
3132,hRSV/A/England/397/2017,3132,698
3133,hRSV/A/England/397/2017,3133,706
3134,hRSV/A/England/397/2017,3134,710
3135,hRSV/A/England/397/2017,3135,716
3136,hRSV/A/England/397/2017,3136,719
3137,hRSV/A/England/397/2017,3137,720
3138,hRSV/A/England/397/2017,3138,722
3139,hRSV/A/England/397/2017,3139,763
3140,hRSV/A/England/397/2017,3140,764
3141,hRSV/A/England/397/2017,3141,772
3142,hRSV/A/England/397/2017,3142,773
3143,hRSV/A/England/397/2017,3143,783
3144,hRSV/A/England/397/2017,3144,784
3145,hRSV/A/England/397/2017,3145,784
3146,hRSV/A/England/397/2017,3146,829
3147,hRSV/A/England/397/2017,3147,833
3148,hRSV/A/England/397/2017,3148,836
3149,hRSV/A/England/397/2017,3149,835
3150,hRSV/A/England/397/2017,3150,873
3151,hRSV/A/England/397/2017,3151,882
3152,hRSV/A/England/397/2017,3152,882
3153,hRSV/A/England/397/2017,3153,884
3154,hRSV/A/England/397/2017,3154,884
3155,hRSV/A/England/397/2017,3155,886
3156,hRSV/A/England/397/2017,3156,886
3157,hRSV/A/England/397/2017,3157,886
3158,hRSV/A/England/397/2017,3158,886
3159,hRSV/A/England/397/2017,3159,887
3160,hRSV/A/England/397/2017,3160,887
3161,hRSV/A/England/397/2017,3161,887
3162,hRSV/A/England/397/2017,3162,887
3163,hRSV/A/England/397/2017,3163,881
3164,hRSV/A/England/397/2017,3164,881
3165,hRSV/A/England/397/2017,3165,882
3166,hRSV/A/England/397/2017,3166,882
3167,hRSV/A/England/397/2017,3167,882
3168,hRSV/A/England/397/2017,3168,882
3169,hRSV/A/England/397/2017,3169,883
3170,hRSV/A/England/397/2017,3170,883
3171,hRSV/A/England/397/2017,3171,883
3172,hRSV/A/England/397/2017,3172,883
3173,hRSV/A/England/397/2017,3173,883
3174,hRSV/A/England/397/2017,3174,859
3175,hRSV/A/England/397/2017,3175,859
3176,hRSV/A/England/397/2017,3176,859
3177,hRSV/A/England/397/2017,3177,859
3178,hRSV/A/England/397/2017,3178,849
3179,hRSV/A/England/397/2017,3179,850
3180,hRSV/A/England/397/2017,3180,848
3181,hRSV/A/England/397/2017,3181,847
3182,hRSV/A/England/397/2017,3182,850
3183,hRSV/A/England/397/2017,3183,855
3184,hRSV/A/England/397/2017,3184,860
3185,hRSV/A/England/397/2017,3185,1002
3186,hRSV/A/England/397/2017,3186,1004
3187,hRSV/A/England/397/2017,3187,1004
3188,hRSV/A/England/397/2017,3188,1008
3189,hRSV/A/England/397/2017,3189,1015
3190,hRSV/A/England/397/2017,3190,1016
3191,hRSV/A/England/397/2017,3191,1015
3192,hRSV/A/England/397/2017,3192,1018
3193,hRSV/A/England/397/2017,3193,1019
3194,hRSV/A/England/397/2017,3194,1032
3195,hRSV/A/England/397/2017,3195,1038
3196,hRSV/A/England/397/2017,3196,1039
3197,hRSV/A/England/397/2017,3197,1050
3198,hRSV/A/England/397/2017,3198,1048
3199,hRSV/A/England/397/2017,3199,1057
3200,hRSV/A/England/397/2017,3200,1061
3201,hRSV/A/England/397/2017,3201,1058
3202,hRSV/A/England/397/2017,3202,1060
3203,hRSV/A/England/397/2017,3203,1039
3204,hRSV/A/England/397/2017,3204,1043
3205,hRSV/A/England/397/2017,3205,1043
3206,hRSV/A/England/397/2017,3206,1038
3207,hRSV/A/England/397/2017,3207,1029
3208,hRSV/A/England/397/2017,3208,1039
3209,hRSV/A/England/397/2017,3209,1045
3210,hRSV/A/England/397/2017,3210,1045
3211,hRSV/A/England/397/2017,3211,1045
3212,hRSV/A/England/397/2017,3212,1046
3213,hRSV/A/England/397/2017,3213,1044
3214,hRSV/A/England/397/2017,3214,1039
3215,hRSV/A/England/397/2017,3215,1032
3216,hRSV/A/England/397/2017,3216,1013
3217,hRSV/A/England/397/2017,3217,990
3218,hRSV/A/England/397/2017,3218,1001
3219,hRSV/A/England/397/2017,3219,996
3220,hRSV/A/England/397/2017,3220,996
3221,hRSV/A/England/397/2017,3221,951
3222,hRSV/A/England/397/2017,3222,956
3223,hRSV/A/England/397/2017,3223,954
3224,hRSV/A/England/397/2017,3224,939
3225,hRSV/A/England/397/2017,3225,940
3226,hRSV/A/England/397/2017,3226,938
3227,hRSV/A/England/397/2017,3227,898
3228,hRSV/A/England/397/2017,3228,889
3229,hRSV/A/England/397/2017,3229,891
3230,hRSV/A/England/397/2017,3230,896
3231,hRSV/A/England/397/2017,3231,895
3232,hRSV/A/England/397/2017,3232,890
3233,hRSV/A/England/397/2017,3233,878
3234,hRSV/A/England/397/2017,3234,871
3235,hRSV/A/England/397/2017,3235,846
3236,hRSV/A/England/397/2017,3236,848
3237,hRSV/A/England/397/2017,3237,866
3238,hRSV/A/England/397/2017,3238,863
3239,hRSV/A/England/397/2017,3239,845
3240,hRSV/A/England/397/2017,3240,827
3241,hRSV/A/England/397/2017,3241,825
3242,hRSV/A/England/397/2017,3242,830
3243,hRSV/A/England/397/2017,3243,820
3244,hRSV/A/England/397/2017,3244,816
3245,hRSV/A/England/397/2017,3245,807
3246,hRSV/A/England/397/2017,3246,804
3247,hRSV/A/England/397/2017,3247,793
3248,hRSV/A/England/397/2017,3248,793
3249,hRSV/A/England/397/2017,3249,791
3250,hRSV/A/England/397/2017,3250,808
3251,hRSV/A/England/397/2017,3251,821
3252,hRSV/A/England/397/2017,3252,802
3253,hRSV/A/England/397/2017,3253,802
3254,hRSV/A/England/397/2017,3254,808
3255,hRSV/A/England/397/2017,3255,798
3256,hRSV/A/England/397/2017,3256,788
3257,hRSV/A/England/397/2017,3257,781
3258,hRSV/A/England/397/2017,3258,767
3259,hRSV/A/England/397/2017,3259,768
3260,hRSV/A/England/397/2017,3260,795
3261,hRSV/A/England/397/2017,3261,803
3262,hRSV/A/England/397/2017,3262,806
3263,hRSV/A/England/397/2017,3263,774
3264,hRSV/A/England/397/2017,3264,784
3265,hRSV/A/England/397/2017,3265,775
3266,hRSV/A/England/397/2017,3266,776
3267,hRSV/A/England/397/2017,3267,782
3268,hRSV/A/England/397/2017,3268,768
3269,hRSV/A/England/397/2017,3269,760
3270,hRSV/A/England/397/2017,3270,714
3271,hRSV/A/England/397/2017,3271,702
3272,hRSV/A/England/397/2017,3272,709
3273,hRSV/A/England/397/2017,3273,702
3274,hRSV/A/England/397/2017,3274,702
3275,hRSV/A/England/397/2017,3275,690
3276,hRSV/A/England/397/2017,3276,683
3277,hRSV/A/England/397/2017,3277,757
3278,hRSV/A/England/397/2017,3278,768
3279,hRSV/A/England/397/2017,3279,783
3280,hRSV/A/England/397/2017,3280,789
3281,hRSV/A/England/397/2017,3281,791
3282,hRSV/A/England/397/2017,3282,832
3283,hRSV/A/England/397/2017,3283,831
3284,hRSV/A/England/397/2017,3284,833
3285,hRSV/A/England/397/2017,3285,831
3286,hRSV/A/England/397/2017,3286,771
3287,hRSV/A/England/397/2017,3287,774
3288,hRSV/A/England/397/2017,3288,777
3289,hRSV/A/England/397/2017,3289,823
3290,hRSV/A/England/397/2017,3290,850
3291,hRSV/A/England/397/2017,3291,834
3292,hRSV/A/England/397/2017,3292,860
3293,hRSV/A/England/397/2017,3293,858
3294,hRSV/A/England/397/2017,3294,864
3295,hRSV/A/England/397/2017,3295,866
3296,hRSV/A/England/397/2017,3296,869
3297,hRSV/A/England/397/2017,3297,871
3298,hRSV/A/England/397/2017,3298,825
3299,hRSV/A/England/397/2017,3299,820
3300,hRSV/A/England/397/2017,3300,820
3301,hRSV/A/England/397/2017,3301,818
3302,hRSV/A/England/397/2017,3302,838
3303,hRSV/A/England/397/2017,3303,845
3304,hRSV/A/England/397/2017,3304,840
3305,hRSV/A/England/397/2017,3305,846
3306,hRSV/A/England/397/2017,3306,846
3307,hRSV/A/England/397/2017,3307,849
3308,hRSV/A/England/397/2017,3308,888
3309,hRSV/A/England/397/2017,3309,896
3310,hRSV/A/England/397/2017,3310,897
3311,hRSV/A/England/397/2017,3311,892
3312,hRSV/A/England/397/2017,3312,893
3313,hRSV/A/England/397/2017,3313,899
3314,hRSV/A/England/397/2017,3314,909
3315,hRSV/A/England/397/2017,3315,912
3316,hRSV/A/England/397/2017,3316,914
3317,hRSV/A/England/397/2017,3317,914
3318,hRSV/A/England/397/2017,3318,945
3319,hRSV/A/England/397/2017,3319,985
3320,hRSV/A/England/397/2017,3320,984
3321,hRSV/A/England/397/2017,3321,992
3322,hRSV/A/England/397/2017,3322,985
3323,hRSV/A/England/397/2017,3323,1119
3324,hRSV/A/England/397/2017,3324,1116
3325,hRSV/A/England/397/2017,3325,1130
3326,hRSV/A/England/397/2017,3326,1126
3327,hRSV/A/England/397/2017,3327,1106
3328,hRSV/A/England/397/2017,3328,1080
3329,hRSV/A/England/397/2017,3329,1080
3330,hRSV/A/England/397/2017,3330,1080
3331,hRSV/A/England/397/2017,3331,1086
3332,hRSV/A/England/397/2017,3332,1032
3333,hRSV/A/England/397/2017,3333,1036
3334,hRSV/A/England/397/2017,3334,1057
3335,hRSV/A/England/397/2017,3335,1059
3336,hRSV/A/England/397/2017,3336,1056
3337,hRSV/A/England/397/2017,3337,1060
3338,hRSV/A/England/397/2017,3338,1070
3339,hRSV/A/England/397/2017,3339,1087
3340,hRSV/A/England/397/2017,3340,1085
3341,hRSV/A/England/397/2017,3341,1085
3342,hRSV/A/England/397/2017,3342,1091
3343,hRSV/A/England/397/2017,3343,1090
3344,hRSV/A/England/397/2017,3344,1092
3345,hRSV/A/England/397/2017,3345,1088
3346,hRSV/A/England/397/2017,3346,1087
3347,hRSV/A/England/397/2017,3347,1084
3348,hRSV/A/England/397/2017,3348,1088
3349,hRSV/A/England/397/2017,3349,1089
3350,hRSV/A/England/397/2017,3350,1089
3351,hRSV/A/England/397/2017,3351,1084
3352,hRSV/A/England/397/2017,3352,1082
3353,hRSV/A/England/397/2017,3353,1084
3354,hRSV/A/England/397/2017,3354,1082
3355,hRSV/A/England/397/2017,3355,1078
3356,hRSV/A/England/397/2017,3356,1078
3357,hRSV/A/England/397/2017,3357,1076
3358,hRSV/A/England/397/2017,3358,1076
3359,hRSV/A/England/397/2017,3359,1076
3360,hRSV/A/England/397/2017,3360,1075
3361,hRSV/A/England/397/2017,3361,1082
3362,hRSV/A/England/397/2017,3362,1081
3363,hRSV/A/England/397/2017,3363,1082
3364,hRSV/A/England/397/2017,3364,1080
3365,hRSV/A/England/397/2017,3365,1074
3366,hRSV/A/England/397/2017,3366,1080
3367,hRSV/A/England/397/2017,3367,1080
3368,hRSV/A/England/397/2017,3368,1079
3369,hRSV/A/England/397/2017,3369,1080
3370,hRSV/A/England/397/2017,3370,1067
3371,hRSV/A/England/397/2017,3371,1067
3372,hRSV/A/England/397/2017,3372,1066
3373,hRSV/A/England/397/2017,3373,1064
3374,hRSV/A/England/397/2017,3374,1062
3375,hRSV/A/England/397/2017,3375,1055
3376,hRSV/A/England/397/2017,3376,1054
3377,hRSV/A/England/397/2017,3377,1049
3378,hRSV/A/England/397/2017,3378,1038
3379,hRSV/A/England/397/2017,3379,1038
3380,hRSV/A/England/397/2017,3380,1034
3381,hRSV/A/England/397/2017,3381,1034
3382,hRSV/A/England/397/2017,3382,1033
3383,hRSV/A/England/397/2017,3383,1033
3384,hRSV/A/England/397/2017,3384,1027
3385,hRSV/A/England/397/2017,3385,980
3386,hRSV/A/England/397/2017,3386,978
3387,hRSV/A/England/397/2017,3387,976
3388,hRSV/A/England/397/2017,3388,975
3389,hRSV/A/England/397/2017,3389,974
3390,hRSV/A/England/397/2017,3390,956
3391,hRSV/A/England/397/2017,3391,951
3392,hRSV/A/England/397/2017,3392,951
3393,hRSV/A/England/397/2017,3393,950
3394,hRSV/A/England/397/2017,3394,950
3395,hRSV/A/England/397/2017,3395,942
3396,hRSV/A/England/397/2017,3396,928
3397,hRSV/A/England/397/2017,3397,926
3398,hRSV/A/England/397/2017,3398,893
3399,hRSV/A/England/397/2017,3399,865
3400,hRSV/A/England/397/2017,3400,865
3401,hRSV/A/England/397/2017,3401,841
3402,hRSV/A/England/397/2017,3402,841
3403,hRSV/A/England/397/2017,3403,836
3404,hRSV/A/England/397/2017,3404,835
3405,hRSV/A/England/397/2017,3405,834
3406,hRSV/A/England/397/2017,3406,832
3407,hRSV/A/England/397/2017,3407,831
3408,hRSV/A/England/397/2017,3408,815
3409,hRSV/A/England/397/2017,3409,1135
3410,hRSV/A/England/397/2017,3410,1150
3411,hRSV/A/England/397/2017,3411,1167
3412,hRSV/A/England/397/2017,3412,1170
3413,hRSV/A/England/397/2017,3413,1175
3414,hRSV/A/England/397/2017,3414,1171
3415,hRSV/A/England/397/2017,3415,1160
3416,hRSV/A/England/397/2017,3416,1186
3417,hRSV/A/England/397/2017,3417,1186
3418,hRSV/A/England/397/2017,3418,1281
3419,hRSV/A/England/397/2017,3419,1266
3420,hRSV/A/England/397/2017,3420,1258
3421,hRSV/A/England/397/2017,3421,1248
3422,hRSV/A/England/397/2017,3422,1249
3423,hRSV/A/England/397/2017,3423,1247
3424,hRSV/A/England/397/2017,3424,1254
3425,hRSV/A/England/397/2017,3425,1194
3426,hRSV/A/England/397/2017,3426,1163
3427,hRSV/A/England/397/2017,3427,1138
3428,hRSV/A/England/397/2017,3428,1090
3429,hRSV/A/England/397/2017,3429,1137
3430,hRSV/A/England/397/2017,3430,1134
3431,hRSV/A/England/397/2017,3431,1171
3432,hRSV/A/England/397/2017,3432,1176
3433,hRSV/A/England/397/2017,3433,1197
3434,hRSV/A/England/397/2017,3434,1201
3435,hRSV/A/England/397/2017,3435,1198
3436,hRSV/A/England/397/2017,3436,1179
3437,hRSV/A/England/397/2017,3437,1162
3438,hRSV/A/England/397/2017,3438,1070
3439,hRSV/A/England/397/2017,3439,1079
3440,hRSV/A/England/397/2017,3440,956
3441,hRSV/A/England/397/2017,3441,957
3442,hRSV/A/England/397/2017,3442,961
3443,hRSV/A/England/397/2017,3443,953
3444,hRSV/A/England/397/2017,3444,957
3445,hRSV/A/England/397/2017,3445,956
3446,hRSV/A/England/397/2017,3446,951
3447,hRSV/A/England/397/2017,3447,950
3448,hRSV/A/England/397/2017,3448,901
3449,hRSV/A/England/397/2017,3449,904
3450,hRSV/A/England/397/2017,3450,758
3451,hRSV/A/England/397/2017,3451,758
3452,hRSV/A/England/397/2017,3452,759
3453,hRSV/A/England/397/2017,3453,761
3454,hRSV/A/England/397/2017,3454,761
3455,hRSV/A/England/397/2017,3455,764
3456,hRSV/A/England/397/2017,3456,765
3457,hRSV/A/England/397/2017,3457,765
3458,hRSV/A/England/397/2017,3458,776
3459,hRSV/A/England/397/2017,3459,785
3460,hRSV/A/England/397/2017,3460,785
3461,hRSV/A/England/397/2017,3461,785
3462,hRSV/A/England/397/2017,3462,785
3463,hRSV/A/England/397/2017,3463,809
3464,hRSV/A/England/397/2017,3464,818
3465,hRSV/A/England/397/2017,3465,821
3466,hRSV/A/England/397/2017,3466,823
3467,hRSV/A/England/397/2017,3467,823
3468,hRSV/A/England/397/2017,3468,828
3469,hRSV/A/England/397/2017,3469,830
3470,hRSV/A/England/397/2017,3470,844
3471,hRSV/A/England/397/2017,3471,854
3472,hRSV/A/England/397/2017,3472,855
3473,hRSV/A/England/397/2017,3473,855
3474,hRSV/A/England/397/2017,3474,855
3475,hRSV/A/England/397/2017,3475,855
3476,hRSV/A/England/397/2017,3476,858
3477,hRSV/A/England/397/2017,3477,858
3478,hRSV/A/England/397/2017,3478,857
3479,hRSV/A/England/397/2017,3479,859
3480,hRSV/A/England/397/2017,3480,859
3481,hRSV/A/England/397/2017,3481,857
3482,hRSV/A/England/397/2017,3482,860
3483,hRSV/A/England/397/2017,3483,865
3484,hRSV/A/England/397/2017,3484,869
3485,hRSV/A/England/397/2017,3485,877
3486,hRSV/A/England/397/2017,3486,877
3487,hRSV/A/England/397/2017,3487,883
3488,hRSV/A/England/397/2017,3488,883
3489,hRSV/A/England/397/2017,3489,886
3490,hRSV/A/England/397/2017,3490,887
3491,hRSV/A/England/397/2017,3491,887
3492,hRSV/A/England/397/2017,3492,892
3493,hRSV/A/England/397/2017,3493,905
3494,hRSV/A/England/397/2017,3494,904
3495,hRSV/A/England/397/2017,3495,906
3496,hRSV/A/England/397/2017,3496,904
3497,hRSV/A/England/397/2017,3497,910
3498,hRSV/A/England/397/2017,3498,913
3499,hRSV/A/England/397/2017,3499,914
3500,hRSV/A/England/397/2017,3500,962
3501,hRSV/A/England/397/2017,3501,960
3502,hRSV/A/England/397/2017,3502,962
3503,hRSV/A/England/397/2017,3503,962
3504,hRSV/A/England/397/2017,3504,964
3505,hRSV/A/England/397/2017,3505,969
3506,hRSV/A/England/397/2017,3506,959
3507,hRSV/A/England/397/2017,3507,959
3508,hRSV/A/England/397/2017,3508,967
3509,hRSV/A/England/397/2017,3509,970
3510,hRSV/A/England/397/2017,3510,970
3511,hRSV/A/England/397/2017,3511,972
3512,hRSV/A/England/397/2017,3512,979
3513,hRSV/A/England/397/2017,3513,980
3514,hRSV/A/England/397/2017,3514,981
3515,hRSV/A/England/397/2017,3515,993
3516,hRSV/A/England/397/2017,3516,967
3517,hRSV/A/England/397/2017,3517,970
3518,hRSV/A/England/397/2017,3518,967
3519,hRSV/A/England/397/2017,3519,974
3520,hRSV/A/England/397/2017,3520,974
3521,hRSV/A/England/397/2017,3521,974
3522,hRSV/A/England/397/2017,3522,980
3523,hRSV/A/England/397/2017,3523,972
3524,hRSV/A/England/397/2017,3524,972
3525,hRSV/A/England/397/2017,3525,974
3526,hRSV/A/England/397/2017,3526,972
3527,hRSV/A/England/397/2017,3527,962
3528,hRSV/A/England/397/2017,3528,964
3529,hRSV/A/England/397/2017,3529,959
3530,hRSV/A/England/397/2017,3530,961
3531,hRSV/A/England/397/2017,3531,974
3532,hRSV/A/England/397/2017,3532,977
3533,hRSV/A/England/397/2017,3533,975
3534,hRSV/A/England/397/2017,3534,975
3535,hRSV/A/England/397/2017,3535,959
3536,hRSV/A/England/397/2017,3536,920
3537,hRSV/A/England/397/2017,3537,924
3538,hRSV/A/England/397/2017,3538,901
3539,hRSV/A/England/397/2017,3539,925
3540,hRSV/A/England/397/2017,3540,885
3541,hRSV/A/England/397/2017,3541,891
3542,hRSV/A/England/397/2017,3542,881
3543,hRSV/A/England/397/2017,3543,888
3544,hRSV/A/England/397/2017,3544,907
3545,hRSV/A/England/397/2017,3545,899
3546,hRSV/A/England/397/2017,3546,886
3547,hRSV/A/England/397/2017,3547,876
3548,hRSV/A/England/397/2017,3548,867
3549,hRSV/A/England/397/2017,3549,856
3550,hRSV/A/England/397/2017,3550,855
3551,hRSV/A/England/397/2017,3551,825
3552,hRSV/A/England/397/2017,3552,798
3553,hRSV/A/England/397/2017,3553,775
3554,hRSV/A/England/397/2017,3554,777
3555,hRSV/A/England/397/2017,3555,777
3556,hRSV/A/England/397/2017,3556,777
3557,hRSV/A/England/397/2017,3557,782
3558,hRSV/A/England/397/2017,3558,770
3559,hRSV/A/England/397/2017,3559,760
3560,hRSV/A/England/397/2017,3560,753
3561,hRSV/A/England/397/2017,3561,734
3562,hRSV/A/England/397/2017,3562,733
3563,hRSV/A/England/397/2017,3563,729
3564,hRSV/A/England/397/2017,3564,714
3565,hRSV/A/England/397/2017,3565,717
3566,hRSV/A/England/397/2017,3566,658
3567,hRSV/A/England/397/2017,3567,657
3568,hRSV/A/England/397/2017,3568,654
3569,hRSV/A/England/397/2017,3569,652
3570,hRSV/A/England/397/2017,3570,656
3571,hRSV/A/England/397/2017,3571,657
3572,hRSV/A/England/397/2017,3572,680
3573,hRSV/A/England/397/2017,3573,699
3574,hRSV/A/England/397/2017,3574,709
3575,hRSV/A/England/397/2017,3575,717
3576,hRSV/A/England/397/2017,3576,716
3577,hRSV/A/England/397/2017,3577,667
3578,hRSV/A/England/397/2017,3578,646
3579,hRSV/A/England/397/2017,3579,643
3580,hRSV/A/England/397/2017,3580,636
3581,hRSV/A/England/397/2017,3581,603
3582,hRSV/A/England/397/2017,3582,618
3583,hRSV/A/England/397/2017,3583,617
3584,hRSV/A/England/397/2017,3584,616
3585,hRSV/A/England/397/2017,3585,617
3586,hRSV/A/England/397/2017,3586,617
3587,hRSV/A/England/397/2017,3587,615
3588,hRSV/A/England/397/2017,3588,619
3589,hRSV/A/England/397/2017,3589,629
3590,hRSV/A/England/397/2017,3590,629
3591,hRSV/A/England/397/2017,3591,630
3592,hRSV/A/England/397/2017,3592,631
3593,hRSV/A/England/397/2017,3593,634
3594,hRSV/A/England/397/2017,3594,635
3595,hRSV/A/England/397/2017,3595,636
3596,hRSV/A/England/397/2017,3596,639
3597,hRSV/A/England/397/2017,3597,641
3598,hRSV/A/England/397/2017,3598,644
3599,hRSV/A/England/397/2017,3599,645
3600,hRSV/A/England/397/2017,3600,660
3601,hRSV/A/England/397/2017,3601,658
3602,hRSV/A/England/397/2017,3602,668
3603,hRSV/A/England/397/2017,3603,680
3604,hRSV/A/England/397/2017,3604,679
3605,hRSV/A/England/397/2017,3605,681
3606,hRSV/A/England/397/2017,3606,676
3607,hRSV/A/England/397/2017,3607,673
3608,hRSV/A/England/397/2017,3608,707
3609,hRSV/A/England/397/2017,3609,699
3610,hRSV/A/England/397/2017,3610,739
3611,hRSV/A/England/397/2017,3611,737
3612,hRSV/A/England/397/2017,3612,736
3613,hRSV/A/England/397/2017,3613,755
3614,hRSV/A/England/397/2017,3614,753
3615,hRSV/A/England/397/2017,3615,756
3616,hRSV/A/England/397/2017,3616,756
3617,hRSV/A/England/397/2017,3617,761
3618,hRSV/A/England/397/2017,3618,758
3619,hRSV/A/England/397/2017,3619,745
3620,hRSV/A/England/397/2017,3620,750
3621,hRSV/A/England/397/2017,3621,759
3622,hRSV/A/England/397/2017,3622,762
3623,hRSV/A/England/397/2017,3623,791
3624,hRSV/A/England/397/2017,3624,789
3625,hRSV/A/England/397/2017,3625,814
3626,hRSV/A/England/397/2017,3626,815
3627,hRSV/A/England/397/2017,3627,820
3628,hRSV/A/England/397/2017,3628,829
3629,hRSV/A/England/397/2017,3629,829
3630,hRSV/A/England/397/2017,3630,824
3631,hRSV/A/England/397/2017,3631,826
3632,hRSV/A/England/397/2017,3632,840
3633,hRSV/A/England/397/2017,3633,833
3634,hRSV/A/England/397/2017,3634,833
3635,hRSV/A/England/397/2017,3635,828
3636,hRSV/A/England/397/2017,3636,842
3637,hRSV/A/England/397/2017,3637,840
3638,hRSV/A/England/397/2017,3638,962
3639,hRSV/A/England/397/2017,3639,964
3640,hRSV/A/England/397/2017,3640,954
3641,hRSV/A/England/397/2017,3641,961
3642,hRSV/A/England/397/2017,3642,956
3643,hRSV/A/England/397/2017,3643,987
3644,hRSV/A/England/397/2017,3644,983
3645,hRSV/A/England/397/2017,3645,978
3646,hRSV/A/England/397/2017,3646,1004
3647,hRSV/A/England/397/2017,3647,941
3648,hRSV/A/England/397/2017,3648,946
3649,hRSV/A/England/397/2017,3649,947
3650,hRSV/A/England/397/2017,3650,939
3651,hRSV/A/England/397/2017,3651,960
3652,hRSV/A/England/397/2017,3652,939
3653,hRSV/A/England/397/2017,3653,966
3654,hRSV/A/England/397/2017,3654,965
3655,hRSV/A/England/397/2017,3655,952
3656,hRSV/A/England/397/2017,3656,951
3657,hRSV/A/England/397/2017,3657,948
3658,hRSV/A/England/397/2017,3658,968
3659,hRSV/A/England/397/2017,3659,971
3660,hRSV/A/England/397/2017,3660,954
3661,hRSV/A/England/397/2017,3661,953
3662,hRSV/A/England/397/2017,3662,938
3663,hRSV/A/England/397/2017,3663,938
3664,hRSV/A/England/397/2017,3664,937
3665,hRSV/A/England/397/2017,3665,936
3666,hRSV/A/England/397/2017,3666,933
3667,hRSV/A/England/397/2017,3667,923
3668,hRSV/A/England/397/2017,3668,917
3669,hRSV/A/England/397/2017,3669,917
3670,hRSV/A/England/397/2017,3670,921
3671,hRSV/A/England/397/2017,3671,923
3672,hRSV/A/England/397/2017,3672,927
3673,hRSV/A/England/397/2017,3673,927
3674,hRSV/A/England/397/2017,3674,927
3675,hRSV/A/England/397/2017,3675,931
3676,hRSV/A/England/397/2017,3676,927
3677,hRSV/A/England/397/2017,3677,934
3678,hRSV/A/England/397/2017,3678,937
3679,hRSV/A/England/397/2017,3679,930
3680,hRSV/A/England/397/2017,3680,930
3681,hRSV/A/England/397/2017,3681,926
3682,hRSV/A/England/397/2017,3682,925
3683,hRSV/A/England/397/2017,3683,923
3684,hRSV/A/England/397/2017,3684,917
3685,hRSV/A/England/397/2017,3685,909
3686,hRSV/A/England/397/2017,3686,878
3687,hRSV/A/England/397/2017,3687,874
3688,hRSV/A/England/397/2017,3688,874
3689,hRSV/A/England/397/2017,3689,870
3690,hRSV/A/England/397/2017,3690,864
3691,hRSV/A/England/397/2017,3691,870
3692,hRSV/A/England/397/2017,3692,863
3693,hRSV/A/England/397/2017,3693,862
3694,hRSV/A/England/397/2017,3694,862
3695,hRSV/A/England/397/2017,3695,846
3696,hRSV/A/England/397/2017,3696,844
3697,hRSV/A/England/397/2017,3697,844
3698,hRSV/A/England/397/2017,3698,842
3699,hRSV/A/England/397/2017,3699,839
3700,hRSV/A/England/397/2017,3700,835
3701,hRSV/A/England/397/2017,3701,835
3702,hRSV/A/England/397/2017,3702,833
3703,hRSV/A/England/397/2017,3703,833
3704,hRSV/A/England/397/2017,3704,833
3705,hRSV/A/England/397/2017,3705,830
3706,hRSV/A/England/397/2017,3706,829
3707,hRSV/A/England/397/2017,3707,818
3708,hRSV/A/England/397/2017,3708,812
3709,hRSV/A/England/397/2017,3709,812
3710,hRSV/A/England/397/2017,3710,810
3711,hRSV/A/England/397/2017,3711,809
3712,hRSV/A/England/397/2017,3712,805
3713,hRSV/A/England/397/2017,3713,797
3714,hRSV/A/England/397/2017,3714,796
3715,hRSV/A/England/397/2017,3715,793
3716,hRSV/A/England/397/2017,3716,782
3717,hRSV/A/England/397/2017,3717,782
3718,hRSV/A/England/397/2017,3718,768
3719,hRSV/A/England/397/2017,3719,763
3720,hRSV/A/England/397/2017,3720,749
3721,hRSV/A/England/397/2017,3721,740
3722,hRSV/A/England/397/2017,3722,705
3723,hRSV/A/England/397/2017,3723,693
3724,hRSV/A/England/397/2017,3724,693
3725,hRSV/A/England/397/2017,3725,691
3726,hRSV/A/England/397/2017,3726,693
3727,hRSV/A/England/397/2017,3727,679
3728,hRSV/A/England/397/2017,3728,675
3729,hRSV/A/England/397/2017,3729,647
3730,hRSV/A/England/397/2017,3730,984
3731,hRSV/A/England/397/2017,3731,989
3732,hRSV/A/England/397/2017,3732,985
